invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
669-54-1719,cairo,mandalay,member,female,electronic accessories,18.93,6,5.679,119.259,02-10-2019,12:45:00 PM,credit card,113.58,4.761904762,5.679,8.1
574-22-5561,giza,naypyitaw,member,female,fashion accessories,82.63,10,41.315,867.615,19-03-2019,5:08:00 PM,ewallet,826.3,4.761904762,41.315,7.9
326-78-5178,giza,naypyitaw,member,female,food and beverages,91.4,7,31.99,671.79,02-03-2019,10:19:00 AM,cash,639.8,4.761904762,31.99,9.5
162-48-8011,alex,yangon,member,female,food and beverages,44.59,5,11.1475,234.0975,02-10-2019,3:10:00 PM,cash,222.95,4.761904762,11.1475,8.5
616-24-2851,cairo,mandalay,member,female,fashion accessories,17.87,4,3.574,75.054,22-03-2019,2:42:00 PM,ewallet,71.48,4.761904762,3.574,6.5
778-71-5554,giza,naypyitaw,member,female,fashion accessories,15.43,1,0.7715,16.2015,25-01-2019,3:46:00 PM,credit card,15.43,4.761904762,0.7715,6.1
242-55-6721,cairo,mandalay,member,female,home and lifestyle,16.16,2,1.616,33.936,03-07-2019,11:49:00 AM,ewallet,32.32,4.761904762,1.616,6.5
399-46-5918,giza,naypyitaw,member,female,electronic accessories,85.98,8,34.392,722.232,28-02-2019,7:01:00 PM,cash,687.84,4.761904762,34.392,8.2
106-35-6779,alex,yangon,member,female,home and lifestyle,44.34,2,4.434,93.114,27-03-2019,11:26:00 AM,cash,88.68,4.761904762,4.434,5.8
635-40-6220,alex,yangon,member,female,health and beauty,89.6,8,35.84,752.64,02-07-2019,11:28:00 AM,ewallet,716.8,4.761904762,35.84,6.6
817-48-8732,alex,yangon,member,female,home and lifestyle,72.35,10,36.175,759.675,20-01-2019,3:55:00 PM,cash,723.5,4.761904762,36.175,5.4
120-06-4233,giza,naypyitaw,member,female,electronic accessories,30.61,6,9.183,192.843,03-12-2019,8:36:00 PM,cash,183.66,4.761904762,9.183,9.3
285-68-5083,giza,naypyitaw,member,female,sports and travel,24.74,3,3.711,77.931,15-02-2019,5:47:00 PM,credit card,74.22,4.761904762,3.711,10.0
803-83-5989,giza,naypyitaw,member,female,home and lifestyle,55.73,6,16.719,351.099,24-02-2019,10:55:00 AM,ewallet,334.38,4.761904762,16.719,7.0
347-34-2234,cairo,mandalay,member,female,sports and travel,55.07,9,24.7815,520.4115,02-03-2019,1:40:00 PM,ewallet,495.63,4.761904762,24.7815,10.0
199-75-8169,alex,yangon,member,female,sports and travel,15.81,10,7.905,166.005,03-06-2019,12:27:00 PM,credit card,158.1,4.761904762,7.905,8.6
853-23-2453,cairo,mandalay,member,female,health and beauty,75.74,4,15.148,318.108,14-02-2019,2:35:00 PM,cash,302.96,4.761904762,15.148,7.6
877-22-3308,alex,yangon,member,female,health and beauty,15.87,10,7.935,166.635,13-03-2019,4:40:00 PM,cash,158.7,4.761904762,7.935,5.8
838-78-4295,giza,naypyitaw,member,female,health and beauty,33.47,2,3.347,70.287,02-10-2019,3:43:00 PM,ewallet,66.94,4.761904762,3.347,6.7
109-28-2512,cairo,mandalay,member,female,fashion accessories,97.61,6,29.283,614.943,01-07-2019,3:01:00 PM,ewallet,585.66,4.761904762,29.283,9.9
232-11-3025,alex,yangon,member,female,sports and travel,78.77,10,39.385,827.085,24-01-2019,10:04:00 AM,cash,787.7,4.761904762,39.385,6.4
382-03-4532,alex,yangon,member,female,health and beauty,18.33,1,0.9165,19.2465,02-02-2019,6:50:00 PM,cash,18.33,4.761904762,0.9165,4.3
393-65-2792,giza,naypyitaw,member,female,food and beverages,89.48,10,44.74,939.54,01-06-2019,12:46:00 PM,credit card,894.8,4.761904762,44.74,9.6
796-12-2025,giza,naypyitaw,member,female,fashion accessories,62.12,10,31.06,652.26,02-11-2019,4:19:00 PM,cash,621.2,4.761904762,31.06,5.9
510-95-6347,cairo,mandalay,member,female,food and beverages,48.52,3,7.278,152.838,03-05-2019,6:17:00 PM,ewallet,145.56,4.761904762,7.278,4.0
841-35-6630,giza,naypyitaw,member,female,electronic accessories,75.91,6,22.773,478.233,03-09-2019,6:21:00 PM,cash,455.46,4.761904762,22.773,8.7
287-21-9091,alex,yangon,member,female,home and lifestyle,74.67,9,33.6015,705.6315,22-01-2019,10:55:00 AM,ewallet,672.03,4.761904762,33.6015,9.4
732-94-0499,giza,naypyitaw,member,female,electronic accessories,41.65,10,20.825,437.325,13-01-2019,5:04:00 PM,credit card,416.5,4.761904762,20.825,5.4
263-10-3913,giza,naypyitaw,member,female,fashion accessories,49.04,9,22.068,463.428,01-09-2019,2:20:00 PM,credit card,441.36,4.761904762,22.068,8.6
381-20-0914,alex,yangon,member,female,fashion accessories,20.01,9,9.0045,189.0945,01-12-2019,3:48:00 PM,credit card,180.09,4.761904762,9.0045,5.7
829-49-1914,giza,naypyitaw,member,female,food and beverages,78.31,10,39.155,822.255,03-05-2019,4:24:00 PM,ewallet,783.1,4.761904762,39.155,6.6
756-01-7507,giza,naypyitaw,member,female,health and beauty,20.38,5,5.095,106.995,22-01-2019,6:56:00 PM,cash,101.9,4.761904762,5.095,6.0
870-72-4431,giza,naypyitaw,member,female,health and beauty,99.19,6,29.757,624.897,21-01-2019,2:42:00 PM,credit card,595.14,4.761904762,29.757,5.5
847-38-7188,cairo,mandalay,member,female,food and beverages,96.68,3,14.502,304.542,26-01-2019,7:56:00 PM,ewallet,290.04,4.761904762,14.502,6.4
480-63-2856,giza,naypyitaw,member,female,food and beverages,19.25,8,7.7,161.7,23-01-2019,6:37:00 PM,ewallet,154.0,4.761904762,7.7,6.6
787-56-0757,giza,naypyitaw,member,female,food and beverages,80.36,4,16.072,337.512,23-02-2019,6:45:00 PM,credit card,321.44,4.761904762,16.072,8.3
360-39-5055,giza,naypyitaw,member,female,sports and travel,48.91,5,12.2275,256.7775,03-09-2019,10:17:00 AM,cash,244.55,4.761904762,12.2275,6.6
730-50-9884,giza,naypyitaw,member,female,sports and travel,83.06,7,29.071,610.491,03-05-2019,2:31:00 PM,ewallet,581.42,4.761904762,29.071,4.0
362-58-8315,giza,naypyitaw,member,female,fashion accessories,76.52,5,19.13,401.73,25-03-2019,10:23:00 AM,cash,382.6,4.761904762,19.13,9.9
633-44-8566,alex,yangon,member,female,food and beverages,49.38,7,17.283,362.943,27-03-2019,8:35:00 PM,credit card,345.66,4.761904762,17.283,7.3
504-35-8843,alex,yangon,member,female,sports and travel,42.47,1,2.1235,44.5935,01-02-2019,4:57:00 PM,cash,42.47,4.761904762,2.1235,5.7
318-68-5053,cairo,mandalay,member,female,health and beauty,76.99,6,23.097,485.037,27-02-2019,5:55:00 PM,cash,461.94,4.761904762,23.097,6.1
565-80-5980,giza,naypyitaw,member,female,home and lifestyle,47.38,4,9.476,198.996,23-01-2019,10:25:00 AM,cash,189.52,4.761904762,9.476,7.1
225-32-0908,giza,naypyitaw,member,female,sports and travel,44.86,10,22.43,471.03,26-01-2019,7:54:00 PM,ewallet,448.6,4.761904762,22.43,8.2
873-51-0671,alex,yangon,member,female,sports and travel,21.98,7,7.693,161.553,01-10-2019,4:42:00 PM,ewallet,153.86,4.761904762,7.693,5.1
152-08-9985,cairo,mandalay,member,female,health and beauty,64.36,9,28.962,608.202,03-12-2019,12:09:00 PM,credit card,579.24,4.761904762,28.962,8.6
512-91-0811,giza,naypyitaw,member,female,health and beauty,89.75,1,4.4875,94.2375,02-06-2019,8:05:00 PM,credit card,89.75,4.761904762,4.4875,6.6
594-34-4444,alex,yangon,member,female,electronic accessories,97.16,1,4.858,102.018,03-08-2019,8:38:00 PM,ewallet,97.16,4.761904762,4.858,7.2
766-85-7061,cairo,mandalay,member,female,health and beauty,87.87,10,43.935,922.635,29-03-2019,10:25:00 AM,ewallet,878.7,4.761904762,43.935,5.1
871-39-9221,giza,naypyitaw,member,female,electronic accessories,12.45,6,3.735,78.435,02-09-2019,1:11:00 PM,cash,74.7,4.761904762,3.735,4.1
865-92-6136,alex,yangon,member,female,food and beverages,52.75,3,7.9125,166.1625,23-03-2019,10:16:00 AM,ewallet,158.25,4.761904762,7.9125,9.3
733-01-9107,cairo,mandalay,member,female,home and lifestyle,82.7,6,24.81,521.01,03-05-2019,6:14:00 PM,cash,496.2,4.761904762,24.81,7.4
163-56-7055,giza,naypyitaw,member,female,fashion accessories,48.71,1,2.4355,51.1455,26-03-2019,7:20:00 PM,cash,48.71,4.761904762,2.4355,4.1
189-98-2939,giza,naypyitaw,member,female,fashion accessories,78.55,9,35.3475,742.2975,03-01-2019,1:22:00 PM,cash,706.95,4.761904762,35.3475,7.2
551-21-3069,giza,naypyitaw,member,female,electronic accessories,23.07,9,10.3815,218.0115,02-01-2019,11:27:00 AM,cash,207.63,4.761904762,10.3815,4.9
212-62-1842,alex,yangon,member,female,food and beverages,58.26,6,17.478,367.038,28-03-2019,4:44:00 PM,cash,349.56,4.761904762,17.478,9.9
716-39-1409,cairo,mandalay,member,female,health and beauty,30.35,7,10.6225,223.0725,19-03-2019,6:19:00 PM,cash,212.45,4.761904762,10.6225,8.0
704-48-3927,alex,yangon,member,female,electronic accessories,88.67,10,44.335,931.035,01-12-2019,2:50:00 PM,ewallet,886.7,4.761904762,44.335,7.3
628-34-3388,giza,naypyitaw,member,female,fashion accessories,27.38,6,8.214,172.494,01-05-2019,8:54:00 PM,credit card,164.28,4.761904762,8.214,7.9
630-74-5166,alex,yangon,member,female,sports and travel,62.13,6,18.639,391.419,22-03-2019,8:19:00 PM,cash,372.78,4.761904762,18.639,7.4
588-01-7461,giza,naypyitaw,member,female,food and beverages,33.98,9,15.291,321.111,24-03-2019,10:43:00 AM,cash,305.82,4.761904762,15.291,4.2
861-77-0145,giza,naypyitaw,member,female,electronic accessories,81.97,10,40.985,860.685,03-03-2019,2:30:00 PM,cash,819.7,4.761904762,40.985,9.2
479-26-8945,cairo,mandalay,member,female,sports and travel,16.49,2,1.649,34.629,02-05-2019,11:32:00 AM,ewallet,32.98,4.761904762,1.649,4.6
210-67-5886,giza,naypyitaw,member,female,health and beauty,98.21,3,14.7315,309.3615,02-05-2019,10:41:00 AM,credit card,294.63,4.761904762,14.7315,7.8
227-78-1148,cairo,mandalay,member,female,fashion accessories,72.84,7,25.494,535.374,15-02-2019,12:44:00 PM,cash,509.88,4.761904762,25.494,8.4
645-44-1170,alex,yangon,member,female,home and lifestyle,58.07,9,26.1315,548.7615,19-01-2019,8:07:00 PM,ewallet,522.63,4.761904762,26.1315,4.3
237-01-6122,giza,naypyitaw,member,female,home and lifestyle,80.79,9,36.3555,763.4655,02-01-2019,8:31:00 PM,credit card,727.11,4.761904762,36.3555,9.5
225-98-1496,giza,naypyitaw,member,female,fashion accessories,27.02,3,4.053,85.113,03-02-2019,1:01:00 PM,credit card,81.06,4.761904762,4.053,7.1
291-32-1427,cairo,mandalay,member,female,fashion accessories,21.94,5,5.485,115.185,03-05-2019,12:29:00 PM,ewallet,109.7,4.761904762,5.485,5.3
659-65-8956,cairo,mandalay,member,female,fashion accessories,51.36,1,2.568,53.928,16-01-2019,3:26:00 PM,ewallet,51.36,4.761904762,2.568,5.2
642-32-2990,alex,yangon,member,female,food and beverages,10.96,10,5.48,115.08,02-02-2019,8:48:00 PM,ewallet,109.6,4.761904762,5.48,6.0
378-24-2715,cairo,mandalay,member,female,home and lifestyle,53.44,2,5.344,112.224,20-01-2019,8:38:00 PM,ewallet,106.88,4.761904762,5.344,4.1
638-60-7125,alex,yangon,member,female,electronic accessories,99.56,8,39.824,836.304,14-02-2019,5:03:00 PM,credit card,796.48,4.761904762,39.824,5.2
659-36-1684,giza,naypyitaw,member,female,sports and travel,57.12,7,19.992,419.832,01-12-2019,12:02:00 PM,credit card,399.84,4.761904762,19.992,6.5
219-22-9386,cairo,mandalay,member,female,sports and travel,99.96,9,44.982,944.622,03-09-2019,5:26:00 PM,credit card,899.64,4.761904762,44.982,4.2
336-78-2147,giza,naypyitaw,member,female,home and lifestyle,63.91,8,25.564,536.844,13-03-2019,7:52:00 PM,credit card,511.28,4.761904762,25.564,4.6
268-27-6179,cairo,mandalay,member,female,fashion accessories,56.47,8,22.588,474.348,03-09-2019,2:57:00 PM,ewallet,451.76,4.761904762,22.588,7.3
668-90-8900,alex,yangon,member,female,home and lifestyle,93.69,7,32.7915,688.6215,03-10-2019,6:44:00 PM,credit card,655.83,4.761904762,32.7915,4.5
870-54-3162,alex,yangon,member,female,sports and travel,32.25,5,8.0625,169.3125,27-01-2019,1:26:00 PM,cash,161.25,4.761904762,8.0625,9.0
189-08-9157,giza,naypyitaw,member,female,fashion accessories,31.73,9,14.2785,299.8485,01-08-2019,4:17:00 PM,credit card,285.57,4.761904762,14.2785,5.9
663-86-9076,giza,naypyitaw,member,female,food and beverages,68.54,8,27.416,575.736,01-08-2019,3:57:00 PM,ewallet,548.32,4.761904762,27.416,8.5
549-84-7482,cairo,mandalay,member,female,sports and travel,90.28,9,40.626,853.146,02-08-2019,11:15:00 AM,ewallet,812.52,4.761904762,40.626,7.2
191-10-6171,cairo,mandalay,normal,female,fashion accessories,39.62,7,13.867,291.207,25-01-2019,1:18:00 PM,cash,277.34,4.761904762,13.867,7.5
802-70-5316,alex,yangon,member,female,sports and travel,92.13,6,27.639,580.419,03-06-2019,8:34:00 PM,cash,552.78,4.761904762,27.639,8.3
695-51-0018,cairo,mandalay,normal,female,sports and travel,34.84,4,6.968,146.328,02-10-2019,6:36:00 PM,cash,139.36,4.761904762,6.968,7.4
590-83-4591,cairo,mandalay,member,female,electronic accessories,87.45,6,26.235,550.935,17-02-2019,2:40:00 PM,credit card,524.7,4.761904762,26.235,8.8
483-71-1164,giza,naypyitaw,normal,female,health and beauty,81.3,6,24.39,512.19,03-08-2019,4:43:00 PM,ewallet,487.8,4.761904762,24.39,5.3
597-78-7908,giza,naypyitaw,normal,female,fashion accessories,90.22,3,13.533,284.193,18-02-2019,7:39:00 PM,cash,270.66,4.761904762,13.533,6.2
700-81-1757,alex,yangon,normal,female,electronic accessories,26.31,5,6.5775,138.1275,18-01-2019,8:59:00 PM,credit card,131.55,4.761904762,6.5775,8.8
354-39-5160,alex,yangon,member,female,home and lifestyle,34.42,6,10.326,216.846,18-02-2019,3:39:00 PM,cash,206.52,4.761904762,10.326,9.8
241-72-9525,cairo,mandalay,normal,female,sports and travel,51.91,10,25.955,545.055,16-02-2019,12:21:00 PM,cash,519.1,4.761904762,25.955,8.2
575-30-8091,alex,yangon,normal,female,sports and travel,72.5,8,29.0,609.0,16-03-2019,7:25:00 PM,ewallet,580.0,4.761904762,29.0,9.2
731-81-9469,giza,naypyitaw,member,female,sports and travel,89.8,10,44.9,942.9,23-01-2019,1:00:00 PM,credit card,898.0,4.761904762,44.9,5.4
280-17-4359,giza,naypyitaw,member,male,health and beauty,90.5,10,45.25,950.25,25-01-2019,1:48:00 PM,cash,905.0,4.761904762,45.25,8.1
338-65-2210,giza,naypyitaw,member,female,health and beauty,68.6,10,34.3,720.3,02-05-2019,7:57:00 PM,cash,686.0,4.761904762,34.3,9.1
488-25-4221,giza,naypyitaw,member,female,food and beverages,30.41,1,1.5205,31.9305,22-02-2019,10:36:00 AM,credit card,30.41,4.761904762,1.5205,8.4
239-10-7476,alex,yangon,normal,female,home and lifestyle,77.95,6,23.385,491.085,21-01-2019,4:37:00 PM,ewallet,467.7,4.761904762,23.385,8.0
458-41-1477,giza,naypyitaw,normal,female,health and beauty,46.26,6,13.878,291.438,03-08-2019,5:11:00 PM,credit card,277.56,4.761904762,13.878,9.5
685-64-1609,alex,yangon,member,female,fashion accessories,30.14,10,15.07,316.47,02-10-2019,12:28:00 PM,ewallet,301.4,4.761904762,15.07,9.2
568-90-5112,giza,naypyitaw,normal,male,health and beauty,66.14,4,13.228,277.788,19-03-2019,12:46:00 PM,credit card,264.56,4.761904762,13.228,5.6
262-47-2794,cairo,mandalay,member,male,home and lifestyle,71.86,8,28.744,603.624,03-06-2019,3:07:00 PM,credit card,574.88,4.761904762,28.744,6.2
238-49-0436,alex,yangon,normal,male,health and beauty,32.46,8,12.984,272.664,27-03-2019,1:48:00 PM,credit card,259.68,4.761904762,12.984,4.9
608-96-3517,cairo,mandalay,member,female,fashion accessories,91.54,4,18.308,384.468,23-03-2019,7:20:00 PM,credit card,366.16,4.761904762,18.308,4.8
584-86-7256,giza,naypyitaw,member,male,sports and travel,34.56,7,12.096,254.016,03-11-2019,4:07:00 PM,credit card,241.92,4.761904762,12.096,7.3
746-94-0204,alex,yangon,normal,male,fashion accessories,83.24,9,37.458,786.618,29-01-2019,11:56:00 AM,credit card,749.16,4.761904762,37.458,7.4
214-17-6927,giza,naypyitaw,normal,female,food and beverages,16.48,6,4.944,103.824,02-07-2019,6:23:00 PM,ewallet,98.88,4.761904762,4.944,9.9
400-89-4171,giza,naypyitaw,normal,female,sports and travel,80.97,8,32.388,680.148,28-01-2019,1:05:00 PM,cash,647.76,4.761904762,32.388,9.3
782-95-9291,alex,yangon,member,male,food and beverages,92.29,5,23.0725,484.5225,20-02-2019,3:55:00 PM,credit card,461.45,4.761904762,23.0725,9.0
279-74-2924,cairo,mandalay,member,male,electronic accessories,72.17,1,3.6085,75.7785,01-04-2019,7:40:00 PM,cash,72.17,4.761904762,3.6085,6.1
307-85-2293,cairo,mandalay,normal,male,home and lifestyle,50.28,5,12.57,263.97,03-07-2019,1:58:00 PM,ewallet,251.4,4.761904762,12.57,9.7
743-04-1105,cairo,mandalay,member,male,health and beauty,97.22,9,43.749,918.729,30-03-2019,2:43:00 PM,ewallet,874.98,4.761904762,43.749,6.0
423-57-2993,cairo,mandalay,normal,male,sports and travel,93.39,6,28.017,588.357,27-03-2019,7:18:00 PM,ewallet,560.34,4.761904762,28.017,10.0
894-41-5205,giza,naypyitaw,normal,female,food and beverages,43.18,8,17.272,362.712,19-01-2019,7:39:00 PM,credit card,345.44,4.761904762,17.272,8.3
275-28-0149,alex,yangon,normal,male,sports and travel,63.69,1,3.1845,66.8745,25-02-2019,4:21:00 PM,cash,63.69,4.761904762,3.1845,6.0
101-17-6199,alex,yangon,normal,male,food and beverages,45.79,7,16.0265,336.5565,13-03-2019,7:44:00 PM,credit card,320.53,4.761904762,16.0265,7.0
423-80-0988,giza,naypyitaw,normal,male,sports and travel,76.4,2,7.64,160.44,30-01-2019,7:42:00 PM,ewallet,152.8,4.761904762,7.64,6.5
548-46-9322,cairo,mandalay,normal,male,food and beverages,39.9,10,19.95,418.95,20-02-2019,3:24:00 PM,credit card,399.0,4.761904762,19.95,5.9
505-02-0892,cairo,mandalay,member,male,health and beauty,42.57,8,17.028,357.588,25-02-2019,2:12:00 PM,ewallet,340.56,4.761904762,17.028,5.6
234-65-2137,giza,naypyitaw,normal,male,home and lifestyle,95.58,10,47.79,1003.59,16-01-2019,1:32:00 PM,cash,955.8,4.761904762,47.79,4.8
687-47-8271,alex,yangon,normal,male,fashion accessories,98.98,10,49.49,1039.29,02-08-2019,4:20:00 PM,credit card,989.8,4.761904762,49.49,8.7
796-32-9050,alex,yangon,normal,male,food and beverages,51.28,6,15.384,323.064,19-01-2019,4:31:00 PM,cash,307.68,4.761904762,15.384,6.5
105-31-1824,alex,yangon,member,male,sports and travel,69.52,7,24.332,510.972,02-01-2019,3:10:00 PM,credit card,486.64,4.761904762,24.332,8.5
249-42-3782,alex,yangon,normal,male,health and beauty,70.01,5,17.5025,367.5525,01-03-2019,11:36:00 AM,ewallet,350.05,4.761904762,17.5025,5.5
316-55-4634,cairo,mandalay,member,male,food and beverages,80.05,5,20.0125,420.2625,26-01-2019,12:45:00 PM,credit card,400.25,4.761904762,20.0125,9.4
733-33-4967,giza,naypyitaw,normal,male,electronic accessories,20.85,8,8.34,175.14,03-03-2019,7:17:00 PM,cash,166.8,4.761904762,8.34,6.3
608-27-6295,cairo,mandalay,member,male,electronic accessories,52.89,6,15.867,333.207,19-01-2019,5:34:00 PM,credit card,317.34,4.761904762,15.867,9.8
414-12-7047,cairo,mandalay,normal,male,food and beverages,19.79,8,7.916,166.236,18-01-2019,12:04:00 PM,ewallet,158.32,4.761904762,7.916,8.7
